id,timestamp,name,symbol,price,change_24h,market_cap,volume
1,2025-08-19 15:09:58,Bitcoin,BTC,112821.0,-3.277,2246928126198.0,39796718720.0
2,2025-08-19 15:09:58,Ethereum,ETH,4121.37,-5.67101,497896947742.0,39090012434.0
3,2025-08-19 15:09:58,Solana,SOL,176.13,-4.46277,95290568673.0,5755355095.0
4,2025-08-19 15:17:06,Bitcoin,BTC,112805.0,-3.04677,2245856063953.0,39663712817.0
5,2025-08-19 15:17:06,Ethereum,ETH,4122.95,-5.42844,497758485973.0,39671461411.0
6,2025-08-19 15:17:06,Solana,SOL,176.21,-4.09275,95125671651.0,5757588864.0
7,2025-08-19 15:29:05,Bitcoin,BTC,113307.0,-2.65499,2255660358270.0,37608994768.0
